C0000039	1,2-dipalmitoylphosphatidylcholine
C4076470	Malignant glioma of central nervous system
C4076471	Fluoroscopy guided endoscopic insertion of duodenal stent
C4076472	Witness to adult substance misuse
C4076473	Ecomap
C4076474	Repair of finger
C4076475	Young offender
C4076476	Discussion about do not attempt cardiopulmonary resuscitation clinical decision
C4076477	Heart murmur quality, squeaking
C4076478	Change of pump pressure of ventricular shunt using external device
C4076479	Sure of myself, Understand information, Risk-benefit ratio, Encouragement test
C4076480	Primary adenosquamous carcinoma of endometrium
C4076481	In transition from child to adult care service
C4076482	Antenatal risk assessment
C4076483	Measure Yourself Medical Outcome Profile score
C4076484	Died in community hospital
C4076485	Witness to adult alcohol misuse
C4076486	Primary adenocarcinoma of fallopian tube
C4076487	Primary adenocarcinoma of anus
C4076488	Over 75 years of age health check declined
C4076489	Pulmonary embolism on long-term anticoagulation therapy
C4076490	History of pulmonary embolism on long-term anticoagulation therapy
C4076491	Primary adenocarcinoma of small intestine
C4076492	Primary adenocarcinoma of skin
C4076493	Assessment using Sure of myself, Understand information, Risk-benefit ratio, Encouragement test
C4076494	Primary adenocarcinoma of pelvis
C4076495	History of total hysterectomy without abnormal cervical Papanicolaou smear
C4076496	Replacement of larynx
C4076497	History of larynx replacement
C4076498	Dissection of artery of upper extremity
C4076499	Dissection of precerebral artery
C4076500	Dissection of artery of lower limb
C4076501	Chronic dissection of thoracic aorta
C4076502	History of chronic dissection of thoracic aorta
C4076505	Ewing sarcoma of bone of pelvis
C4076507	Glioblastoma multiforme of central nervous system
C4076508	Anaplastic astrocytoma of central nervous system
C4076509	Primary adenocarcinoma of cervix uteri
C4076510	Plain x-ray of humerus
C4076511	Overlapping malignant neoplasm of colon and rectum
C4076512	Primary malignant mixed Mullerian neoplasm of endometrium
C4076513	Basal cell carcinoma of naris
C4076514	Plain x-ray of upper limb
C4076515	Primary adenocarcinoma of chest wall
C4076516	Malignant glioma of cerebrum
C4076517	Primary adenocarcinoma of vulva
C4076518	Plain x-ray of elbow
C4076519	Primary chondrosarcoma of bone of pelvis
C4076520	Primary adenoid cystic carcinoma of nasopharynx
C4076521	Plain x-ray of wrist
C4076522	Malignant glioma of eye
C4076523	Plain x-ray of scapula
C4076524	Noncompliance with antiretroviral medication regimen
C4076525	Child into care medical examination done
C4076526	Primary chondrosarcoma of bone of lower limb
C4076527	Allergy to darunavir
C4076528	Primary adenocarcinoma of endocervix
C4076529	CT angiography of vascular structure of limb
C4076530	Chondroma of periosteum
C4076531	Infection caused by Borrelia miyamotoi
C4076532	CT angiography of vascular structure of lumbar spine
C4076533	Encephalitis caused by tick-borne encephalitis virus
C4076534	Robot assisted laparoscopic uretero-ureterostomy
C4076537	Manchester Triage System
C4076540	Assessment using Manchester Triage System
C4076542	Robot assisted laparoscopic pelvic lymph node dissection
C4076543	Assessment using Emergency Severity Index
C4076544	Esophagogastroduodenoscopy and closure of fistula of stomach
C4076546	Laparoscopic low anterior resection of rectum using robotic assistance
C4076547	Neuropathy due to type 2 diabetes mellitus
C4076548	Endoscopic submucosal dissection of rectum using sigmoidoscope
C4076550	Laparoscopic radical nephrectomy using robotic assistance
C4076551	Esophagogastroduodenoscopy and closure of fistula of esophagus
C4076552	Palliative debulking of neoplasm for symptom relief
C4076553	Human immunodeficiency virus p24 antigen positive
C4076554	Revision thyroidectomy
C4076555	Structure of bone marrow of jaw
C4076556	Doppler ultrasonography of artery of penis
C4076558	Endoscopic harvesting of saphenous vein
C4076559	Benign localized prostatic hyperplasia without outflow obstruction
C4076560	Doppler ultrasonography of breast
C4076561	Structure of bone marrow of zygomatic bone
C4076562	Structure of bone marrow of patella
C4076563	Structure of bone marrow of petrous bone
C4076564	Chemotherapy not done
C4076565	Under care of radiologist and surgeon
C4076566	Structure of bone marrow of maxilla
C4076567	Fluoroscopic angiography of artery of abdomen
C4076568	Structure of bone marrow of frontal bone
C4076569	Structure of bone marrow of elbow
C4076570	Oral leukoplakia caused by sanguinarine
C4076572	Structure of bone marrow of coccyx
C4076573	Injury to rectum during surgery
C4076574	Structure of bone marrow of phalanx of foot
C4076575	Structure of bone marrow of nasal-orbit complex
C4076577	Sanguinaria alkaloid
C4076578	Structure of bone marrow of foot
C4076579	Structure of bone marrow of cranium
C4076581	Structure of bone marrow of sphenoid bone
C4076583	Structure of bone marrow of mandible
C4076584	Procollagen peptide type 1
C4076585	Structure of bone marrow of facial bone
C4076587	Fluoroscopic angiography of chest and abdomen
C4076588	Laparoscopic esophagectomy and gastric mobilization
C4076589	Structure of bone marrow of knee
C4076590	Structure of bone marrow of humerus
C4076591	Injury caused by abnormal gravitational state
C4076592	Structure of bone marrow of metatarsal bone
C4076593	Structure of bone marrow of calcaneum
C4076596	Structure of bone marrow of temporal bone
C4076597	Structure of bone marrow of fibula
C4076598	Neuroma of hand
C4076600	Structure of bone marrow of upper limb
C4076601	Structure of bone marrow of lumbar vertebra
C4076602	Structure of bone marrow of radius and/or ulna
C4076603	Structure of bone marrow of shoulder girdle
C4076604	Structure of bone marrow of ankle and/or foot
C4076605	Structure of bone marrow of radius
C4076606	Structure of bone marrow of ulna
C4076607	Structure of bone marrow of pelvis
C4076608	Structure of bone marrow of hand
C4076609	Structure of bone marrow of tibia and/or fibula
C4076610	Structure of bone marrow of scapula
C4076611	Structure of bone marrow of sacrum
C4076612	Structure of bone marrow of metacarpal
C4076613	Structure of bone marrow of pelvis and/or femur
C4076614	Structure of bone marrow of clavicle
C4076615	Primary transitional cell carcinoma of urethra
C4076616	Structure of bone marrow of ankle
C4076617	Structure of bone marrow of talus
C4076618	Structure of bone marrow of phalanx of hand
C4076619	Structure of bone marrow of carpal bone
C4076620	Structure of bone marrow of thoracic vertebra
C4076621	Structure of bone marrow of cervical vertebra
C4076622	Normal energy level
C4076623	Pathological demand avoidance
C4076624	History of Barrett's esophagus
C4076625	Strain of biceps brachii muscle and/or tendon
C4076626	Laparoscopic proximal gastrectomy
C4076627	Primary squamous cell carcinoma of upper limb
C4076629	CT of sinus of abdomen and pelvis with contrast
C4076630	Magnetic resonance arthrography of wrist with contrast
C4076633	Ultrasonography guided puncture and aspiration of abdomen
C4076635	MRI of upper limb with contrast
C4076636	Acute on chronic hypoxemic respiratory failure
C4076638	Antenatal thalassemia screening
C4076639	Entire fascial compartment of neck
C4076640	Entire lateral fascial compartment of neck
C4076641	Structure of lateral fascial compartment of neck
C4076642	Chronic osteomyelitis of facial bone
C4076643	Fetal ultrasound scan abnormal
C4076644	Ultrasonography of urinary bladder abnormal
C4076645	Ultrasonography of liver abnormal
C4076646	Osteomyelitis of sacrum
C4076648	Ultrasonography of abdomen abnormal
C4076649	Allergy to cashew nut
C4076650	Neoplasm of thoracic spinal nerve
C4076651	Primary squamous cell carcinoma of chest wall
C4076652	Ultrasonography of brain abnormal
C4076653	Segmental neuralgia as late effect of traumatic injury
C4076654	Allergy to macadamia nut
C4076655	Neuroma of intrathoracic organ
C4076657	Allergy to hazelnut
C4076658	CT of sacrum and coccyx with contrast
C4076659	Antenatal screening for viral hepatitis type B
C4076660	Prochlorperazine measurement
C4076661	CT of head, cervical and thoracic spine
C4076662	Ultrasonography of breast abnormal
C4076663	Pericarditis caused by toxin
C4076664	Allergy to almond
C4076665	MRI of pelvis abnormal
C4076667	CT of pelvis abnormal
C4076668	MRI of urinary tract with contrast
C4076669	CT of abdominal wall abnormal
C4076670	Overlapping primary malignant neoplasm of bone and articular cartilage of lower limb
C4076671	Prostate cancer metastatic to bone
C4076672	CT of abdominal wall
C4076673	Light chain nephropathy due to multiple myeloma
C4076674	Skin ulcer due to varicose veins
C4076676	CT of biliary tract abnormal
C4076677	Magnetic resonance imaging of breast abnormal
C4076678	First vaccination with Haemophilus influenzae type B and Neisseria meningitidis serotype C combination vaccine
C4076679	Entire extensor tendon of hand
C4076680	Allergy to mollusk
C4076681	Active surveillance of prostate cancer
C4076682	Second vaccination with Haemophilus influenzae type B and Neisseria meningitidis serotype C combination vaccine
C4076684	Structure of extensor tendon of hand
C4076685	Allergy to celery
C4076686	Supine hypertension
C4076687	Family history of Churg Strauss syndrome
C4076688	Patient request for smoking cessation information
C4076689	Infection due to carbapenem resistant Enterobacteriaceae
C4076690	Continuous positive airway pressure ventilation treatment not tolerated
C4076691	Cerebral pseudoatrophy
C4076692	Autologous fat
C4076693	Endoscopic closure of fistula of small intestine
C4076694	Nontraumatic rupture of extensor tendon of hand and wrist
C4076695	Percutaneous transluminal cutting balloon angioplasty of pulmonary vein
C4076696	CT angiography of lower limb
C4076697	Penile brachial pressure index
C4076698	Endoscopic incision of ureterocele
C4076700	CT angiography of vascular structure of thoracic spine
C4076701	Riboflavin dinucleotide sodium
C4076702	Reconstruction of thumb with skin flap
C4076703	Hyperglycemia due to type 1 diabetes mellitus
C4076705	Elderly driver insurance medical examination done
C4076706	Assessment of environmental risk
C4076707	History of total thyroidectomy
C4076708	Malignant glioma of hypothalamus
C4076709	History of syphilis
C4076711	Hyperglycemia due to type 2 diabetes mellitus
C4076712	Assessment of environmental risk done
C4076713	Primary adenocarcinoma of vagina
C4076714	Ethyl p-piperidinoacetylaminobenzoate
C4076715	Merkel cell carcinoma of upper limb
C4076716	Primary squamous cell carcinoma of vermilion border of lip
C4076717	Primary adenocarcinoma of intestinal tract
C4076718	Primary squamous cell carcinoma of thymus
C4076719	Primary adenocarcinoma of gallbladder
C4076720	Primary adenocarcinoma of distal third of esophagus
C4076721	Primary squamous cell carcinoma of palatine tonsil
C4076722	Primary squamous cell carcinoma of urethra
C4076723	Merkel cell carcinoma of lower limb
C4076724	Adenoma of pancreas
C4076725	Speaks multiple languages
C4076726	Shotty lymph node
C4076727	CT of pelvis and hip
